FID,INSTNAME,CITY,STATE,ZIP
4049,Davis Applied Technology College,Kaysville,UT,84037
4050,Dixie State University,Saint George,UT,84770
4051,Evans Hairstyling College-Cedar City,Cedar City,UT,84720
4052,Evans Hairstyling College-St George,Saint George,UT,84770
4053,Paul Mitchell the School-Salt Lake City,Holiday,UT,84117
4054,Eagle Gate College-Murray,Murray,UT,84123
4055,ITT Technical Institute-Murray,Murray,UT,84123
4056,Latter-day Saints Business College,Salt Lake City,UT,84101
4057,Everest College-Salt Lake City,West Valley City,UT,84119
4058,Ogden-Weber Applied Technology College,Ogden,UT,84404
4059,Snow College,Ephraim,UT,84627
4060,Southern Utah University,Cedar City,UT,84720
4061,Stevens-Henager College-Ogden,West Haven,UT,84401
4062,Stevens-Henager College of Business-Provo,Orem,UT,84058
4063,Uintah Basin Applied Technology College,Roosevelt,UT,84066
4064,Utah State University,Logan,UT,84322
4065,Utah Valley University,Orem,UT,84058
4066,Salt Lake Community College,Salt Lake City,UT,84123
4067,University of Utah,Salt Lake City,UT,84112
4068,Weber State University,Ogden,UT,84408
4069,Westminster College,Salt Lake City,UT,84105
4070,Bennington College,Bennington,VT,5201
4071,Burlington College,Burlington,VT,5401
4072,Castleton State College,Castleton,VT,5735
4073,Champlain College,Burlington,VT,5401
4074,Community College of Vermont,Winooski,VT,5404
4075,Goddard College,Plainfield,VT,5667
4076,Green Mountain College,Poultney,VT,5764
4077,Johnson State College,Johnson,VT,5656
4078,Lyndon State College,Lyndonville,VT,5851
4079,Marlboro College,Marlboro,VT,5344
4080,Middlebury College,Middlebury,VT,5753
4081,New England Culinary Institute,Montpelier,VT,5602
4082,Norwich University,Northfield,VT,5663
4083,O'Briens Aveda Institute,South Burlington,VT,5403
4084,Saint Michael's College,Colchester,VT,5439
4085,SIT Graduate Institute,Brattleboro,VT,5302
4086,College of St Joseph,Rutland,VT,5701
4087,Southern Vermont College,Bennington,VT,5201
4088,Sterling College,Craftsbury Common,VT,5827
4089,Vermont Law School,South Royalton,VT,5068
4090,Vermont State Colleges-Office of the Chancellor,Montpelier,VT,5602
4091,Vermont Technical College,Randolph Center,VT,5061
4092,University of Vermont,Burlington,VT,5405
4093,Bar Palma Beauty Careers Academy,Roanoke,VA,24014
4094,Advanced Technology Institute,Virginia Beach,VA,23462
4095,Averett University,Danville,VA,24541
4096,Blue Ridge Community College,Weyers Cave,VA,24486
4097,Bluefield College,Bluefield,VA,24605
4098,Bridgewater College,Bridgewater,VA,22812
4099,College of William and Mary,Williamsburg,VA,23187
4100,Regent University,Virginia Beach,VA,23464
4101,Central School of Practical Nursing,Norfolk,VA,23502
4102,Central Virginia Community College,Lynchburg,VA,24502
4103,Christopher Newport University,Newport News,VA,23606
4104,Suffolk Beauty Academy,Suffolk,VA,23434
4105,Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,23462
4106,Bryant & Stratton College-Richmond,North Chesterfield,VA,23235
4107,Jefferson College of Health Sciences,Roanoke,VA,24013
4108,Dabney S Lancaster Community College,Clifton Forge,VA,24422
4109,Danville Community College,Danville,VA,24541
4110,Eastern Virginia Medical School,Norfolk,VA,23507
4111,Centura College-Virginia Beach,Virginia Beach,VA,23452
4112,Emory & Henry College,Emory,VA,24327
4113,Eastern Mennonite University,Harrisonburg,VA,22802
4114,Eastern Shore Community College,Melfa,VA,23410
4115,Ferrum College,Ferrum,VA,24088
4116,George Mason University,Fairfax,VA,22030
4117,Germanna Community College,Locust Grove,VA,22508
4118,Hampden-Sydney College,Hampden-Sydney,VA,23943
4119,Hampton University,Hampton,VA,23668
4120,Hollins University,Roanoke,VA,24020
4121,J Sargeant Reynolds Community College,Richmond,VA,23228
4122,James Madison University,Harrisonburg,VA,22807
4123,John Tyler Community College,Chester,VA,23831
4124,Everest College-Newport News,Newport News,VA,23606
4125,Liberty University,Lynchburg,VA,24515
4126,Longwood University,Farmville,VA,23909
4127,Lord Fairfax Community College,Middletown,VA,22645
4128,Lynchburg College,Lynchburg,VA,24501
4129,Lynchburg General Hospital School of Nursing,Lynchburg,VA,24501
4130,Mary Baldwin College,Staunton,VA,24401
4131,University of Mary Washington,Fredericksburg,VA,22401
4132,Marymount University,Arlington,VA,22207
4133,Danville Regional Medical Center School of Health Professions,Danville,VA,24541
4134,Mountain Empire Community College,Big Stone Gap,VA,24219
4135,American National University,Salem,VA,24153
4136,New River Community College,Dublin,VA,24084
4137,Sentara College of Health Sciences,Chesapeake,VA,23320
4138,Tidewater Tech-Trades,Norfolk,VA,23502
4139,Norfolk State University,Norfolk,VA,23504
4140,Northern Virginia Community College,Annandale,VA,22003
4141,Old Dominion University,Norfolk,VA,23529
4142,Patrick Henry Community College,Martinsville,VA,24112
4143,Paul D Camp Community College,Franklin,VA,23851
4144,Southside Regional Medical Center Professional Schools,Petersburg,VA,23803
4145,Miller-Motte Technical College-Lynchburg,Lynchburg,VA,24502
4146,Piedmont Virginia Community College,Charlottesville,VA,22902
4147,Radford University,Radford,VA,24141
4148,Sylvain Melloul International Hair Academy,Lynchburg,VA,24502
4149,Randolph-Macon College,Ashland,VA,23005
4150,Randolph College,Lynchburg,VA,24503
4151,Rappahannock Community College,Glenns,VA,23149
4152,Fortis College-Norfolk,Norfolk,VA,23502
4153,Richard Bland College of the College of William and Mary,Petersburg,VA,23805
4154,Bon Secours Memorial College of Nursing,Richmond,VA,23227
4155,University of Richmond,University of Richmond,VA,23173
4156,Riverside School of Health Careers,Newport News,VA,23601
4157,Roanoke College,Salem,VA,24153
4158,Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,23227
4159,Saint Pauls College,Lawrenceville,VA,23868
4160,Shenandoah University,Winchester,VA,22601
4161,Southern Virginia University,Buena Vista,VA,24416
4162,Southside Virginia Community College,Alberta,VA,23821
4163,Southwest Virginia Community College,Richlands,VA,24641
4164,Springfield Beauty Academy,Annandale,VA,22003
4165,Staunton School of Cosmetology,Staunton,VA,24401
4166,Strayer University-Virginia,Arlington,VA,22207
4167,Sweet Briar College,Sweet Briar,VA,24595
4168,Thomas Nelson Community College,Hampton,VA,23666
4169,Tidewater Community College,Norfolk,VA,23510
4170,Union Presbyterian Seminary,Richmond,VA,23227
4171,The University of Virginia's College at Wise,Wise,VA,24293
4172,Virginia Highlands Community College,Abingdon,VA,24212
4173,Virginia Intermont College,Bristol,VA,24201
4174,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061
4175,Virginia Western Community College,Roanoke,VA,24015
4176,Virginia Commonwealth University,Richmond,VA,23284
4177,University of Virginia-Main Campus,Charlottesville,VA,22903
4178,Virginia Military Institute,Lexington,VA,24450
4179,Virginia School of Hair Design,Hampton,VA,23669
4180,Virginia University of Lynchburg,Lynchburg,VA,24501
4181,Virginia State University,Petersburg,VA,23806
4182,Virginia Union University,Richmond,VA,23220
4183,Virginia Wesleyan College,Norfolk,VA,23502
4184,Wards Corner Beauty Academy-Norfolk,Norfolk,VA,23505
4185,Washington and Lee University,Lexington,VA,24450
4186,Sanford-Brown College-Tysons Corner,McLean,VA,22102
4187,Washington County Adult Skill Center,Abingdon,VA,24210
4188,Woodrow Wilson Rehabilitation Center,Fishersville,VA,22939
4189,Wytheville Community College,Wytheville,VA,24382
4190,Beauty Academy,Wenatchee,WA,98801
4191,The Art Institute of Seattle,Seattle,WA,98121
4192,Evergreen Beauty and Barber College-Bellevue,Bellevue,WA,98007
4193,Bellevue College,Bellevue,WA,98007
4194,Bellingham Beauty School,Bellingham,WA,98226
4195,Bellingham Technical College,Bellingham,WA,98225
4196,Big Bend Community College,Moses Lake,WA,98837
4197,Everest College-Bremerton,Bremerton,WA,98337
4198,Everest College-Renton,Renton,WA,98057
4199,Central Washington University,Ellensburg,WA,98926
4200,Centralia College,Centralia,WA,98531
4201,City University of Seattle,Seattle,WA,98121
4202,Lucas Marc Academy,Richland,WA,99352
4203,Clark College,Vancouver,WA,98663
4204,Clover Park Technical College,Lakewood,WA,98499
4205,Columbia Basin College,Pasco,WA,99301
4206,Cornish College of the Arts,Seattle,WA,98121
4207,Divers Institute of Technology,Seattle,WA,98103
4208,Eastern Washington University,Cheney,WA,99004
4209,Edmonds Community College,Lynnwood,WA,98036
4210,Everett Community College,Everett,WA,98201
4211,Paroba College of Cosmetology,Everett,WA,98208
4212,The Evergreen State College,Olympia,WA,98505
4213,Pierce College at Fort Steilacoom,Lakewood,WA,98498
4214,Glen Dow Academy of Hair Design,Spokane,WA,99201
4215,Gonzaga University,Spokane,WA,99258
4216,Grays Harbor College,Aberdeen,WA,98520
4217,Green River Community College,Auburn,WA,98092
4218,Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,98133
4219,Heritage University,Toppenish,WA,98948
4220,Highline Community College,Des Moines,WA,98198
4221,Interface College-Spokane,Spokane,WA,99201
4222,International Air and Hospitality Academy,Vancouver,WA,98661
4223,ITT Technical Institute-Seattle,Seattle,WA,98168
4224,ITT Technical Institute-Spokane Valley,Spokane Valley,WA,99216
4225,Bastyr University,Kenmore,WA,98028
4226,Gene Juarez Academy of Beauty-Mountlake Terrace,Mountlake Terrace,WA,98043
4227,Bates Technical College,Tacoma,WA,98405
4228,Lake Washington Institute of Technology,Kirkland,WA,98034
4229,Lower Columbia College,Longview,WA,98632
4230,Trinity Lutheran College,Everett,WA,98201
4231,Cascade Beauty College,Auburn,WA,98002
4232,BJ's Beauty & Barber College,Tacoma,WA,98409
4233,Northwest Hair Academy,Mount Vernon,WA,98273
4234,Seattle Community College-North Campus,Seattle,WA,98103
4235,Northwest University,Kirkland,WA,98083
4236,Olympic College,Bremerton,WA,98337
4237,Perry Technical Institute,Yakima,WA,98903
4238,Pacific Lutheran University,Tacoma,WA,98447
4239,Peninsula College,Port Angeles,WA,98362
4240,University of Puget Sound,Tacoma,WA,98416
4241,Renton Technical College,Renton,WA,98056
4242,Saint Martin's University,Lacey,WA,98503
4243,Seattle Community College-South Campus,Seattle,WA,98106
4244,Seattle Central College,Seattle,WA,98122
4245,Everest College-Seattle,Seattle,WA,98133
4246,Seattle Pacific University,Seattle,WA,98119
4247,Seattle University,Seattle,WA,98122
4248,Shoreline Community College,Shoreline,WA,98133
4249,Skagit Valley College,Mount Vernon,WA,98273
4250,South Puget Sound Community College,Olympia,WA,98512
4251,Spokane Community College,Spokane,WA,99217
4252,Spokane Falls Community College,Spokane,WA,99224
4253,Stylemaster College of Hair Design,Longview,WA,98632
4254,Tacoma Community College,Tacoma,WA,98466
4255,The Hair School,Port Angeles,WA,98362
4256,Walla Walla Community College,Walla Walla,WA,99362
4257,Walla Walla University,College Place,WA,99324
4258,Washington State University,Pullman,WA,99164
4259,University of Washington-Seattle Campus,Seattle,WA,98195
4260,Wenatchee Valley College,Wenatchee,WA,98801
4261,Everest College-Vancouver,Vancouver,WA,98684
4262,Western Washington University,Bellingham,WA,98225
4263,Whatcom Community College,Bellingham,WA,98226
4264,Whitman College,Walla Walla,WA,99362
4265,Whitworth University,Spokane,WA,99251
4266,Yakima Valley Community College,Yakima,WA,98907
4267,Alderson Broaddus University,Philippi,WV,26416
4268,Appalachian Beauty School,South Williamson,KY,41503
4269,Appalachian Bible College,Mount Hope,WV,25880
4270,B M Spurr School of Practical Nursing,Glen Dale,WV,26038
4271,Ben Franklin Career Center,Dunbar,WV,25064
4272,Bethany College,Bethany,WV,26032
4273,Bluefield State College,Bluefield,WV,24701
4274,Cabell County Career Technology Center,Huntington,WV,25705
4275,Charleston School of Beauty Culture,Charleston,WV,25301
4276,University of Charleston,Charleston,WV,25304
4277,Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,26301
4278,Concord University,Athens,WV,24712
4279,Davis & Elkins College,Elkins,WV,26241
4280,Fairmont State University,Fairmont,WV,26554
4281,Glenville State College,Glenville,WV,26351
4282,HRDE-Stanley Technical Institute-Clarksburg,Clarksburg,WV,26301
4283,Huntington Junior College,Huntington,WV,25701
4284,James Rumsey Technical Institute,Martinsburg,WV,25403
4285,Ralph R Willis Career and Technical Center,Stollings,WV,25646
4286,Human Resource Development and Employment Inc,Morgantown,WV,26505
4287,Marshall University,Huntington,WV,25755
4288,Mercer County Technical Education Center,Princeton,WV,24740
4289,Meredith Manor International Equestrian Center,Waverly,WV,26184
4290,Monongalia County Technical Education Center,Morgantown,WV,26501
4291,Morgantown Beauty College Inc,Morgantown,WV,26505
4292,Mountain State College,Parkersburg,WV,26101
4293,Everest Institute-Cross Lanes,Cross Lanes,WV,25313
4294,Opportunities Industrialization Center,Fairmont,WV,26554
4295,Ohio Valley University,Vienna,WV,26105
4296,West Virginia University at Parkersburg,Parkersburg,WV,26104
4297,Potomac State College of West Virginia University,Keyser,WV,26726
4298,Academy of Careers and Technology,Beckley,WV,25801
4299,Salem International University,Salem,WV,26426
4300,Shepherd University,Shepherdstown,WV,25443
4301,Southern West Virginia Community and Technical College,Mount Gay,WV,25637
4302,Fred W Eberle Technical Center,Buckhannon,WV,26201
4303,West Virginia School of Osteopathic Medicine,Lewisburg,WV,24901
4304,West Virginia State University,Institute,WV,25112
4305,West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,26506
4306,West Liberty University,West Liberty,WV,26074
4307,West Virginia University Institute of Technology,Montgomery,WV,25136
4308,West Virginia Wesleyan College,Buckhannon,WV,26201
4309,West Virginia Business College-Wheeling,Wheeling,WV,26003
4310,West Virginia Junior College-Charleston,Charleston,WV,25301
4311,West Virginia Junior College-Morgantown,Morgantown,WV,26505
4312,International Beauty School 4,Martinsburg,WV,25401
4313,West Virginia Northern Community College,Wheeling,WV,26003
4314,West Virginia University,Morgantown,WV,26506
4315,Wheeling Jesuit University,Wheeling,WV,26003
4316,Wood County School of Practical Nursing,Parkersburg,WV,26104
4317,Advanced Institute of Hair Design-Glendale,Glendale,WI,53217
4318,VICI Aveda Institute,Greenfield,WI,53228
4319,Alverno College,Milwaukee,WI,53234
4320,Madison Area Technical College,Madison,WI,53704
4321,Bellin College,Green Bay,WI,54311
4322,Beloit College,Beloit,WI,53511
4323,Blackhawk Technical College,Janesville,WI,53547
4324,Cardinal Stritch University,Milwaukee,WI,53217
4325,Carroll University,Waukesha,WI,53186
4326,Carthage College,Kenosha,WI,53140
4327,Columbia College of Nursing,Glendale,WI,53212
4328,Concordia University-Wisconsin,Mequon,WI,53097
4329,Edgewood College,Madison,WI,53711
4330,Fox Valley Technical College,Appleton,WI,54912
4331,Gateway Technical College,Kenosha,WI,53144
4332,Gill-Tech Academy of Hair Design,Appleton,WI,54914
4333,The Salon Professional Academy-Eau Claire,Eau Claire,WI,54701
4334,ITT Technical Institute-Greenfield,Greenfield,WI,53220
4335,DeVry University-Wisconsin,Milwaukee,WI,53202
4336,Lakeland College,Plymouth,WI,53073
4337,Lakeshore Technical College,Cleveland,WI,53015
4338,Lawrence University,Appleton,WI,54911
4339,Maranatha Baptist University,Watertown,WI,53094
4340,Marian University,Fond Du Lac,WI,54935
4341,Marquette University,Milwaukee,WI,53233
4342,Empire Beauty School-Madison,Madison,WI,53717
4343,Medical College of Wisconsin,Milwaukee,WI,53226
4344,Mid-State Technical College,Wisconsin Rapids,WI,54494
4345,Milwaukee Area Technical College,Milwaukee,WI,53233
4346,Milwaukee Institute of Art & Design,Milwaukee,WI,53202
4347,Milwaukee School of Engineering,Milwaukee,WI,53202
4348,Moraine Park Technical College,Fond du Lac,WI,54936
4349,Mount Mary University,Milwaukee,WI,53222
4350,Nashotah House,Nashotah,WI,53058
4351,Nicolet Area Technical College,Rhinelander,WI,54501
4352,Northcentral Technical College,Wausau,WI,54401
4353,Northeast Wisconsin Technical College,Green Bay,WI,54307
4354,Northland International University,Dunbar,WI,54119
4355,Northland College,Ashland,WI,54806
4356,Ripon College,Ripon,WI,54971
4357,Sacred Heart School of Theology,Franklin,WI,53132
4358,Saint Norbert College,De Pere,WI,54115
4359,Silver Lake College of the Holy Family,Manitowoc,WI,54220
4360,State College of Beauty Culture Inc,Wausau,WI,54403
4361,Southwest Wisconsin Technical College,Fennimore,WI,53809
4362,Bryant & Stratton College-Milwaukee,Milwaukee,WI,53203
4363,University of Wisconsin Colleges,Madison,WI,53708
4364,Viterbo University,La Crosse,WI,54601
4365,Chippewa Valley Technical College,Eau Claire,WI,54701
4366,Waukesha County Technical College,Pewaukee,WI,53072
4367,Western Technical College,La Crosse,WI,54601
4368,University of Wisconsin-Whitewater,Whitewater,WI,53190
4369,Wisconsin Indianhead Technical College,Shell Lake,WI,54871
4370,Wisconsin School of Professional Psychology,Milwaukee,WI,53225
4371,Paul Mitchell the School-Green Bay,De Pere,WI,54115
4372,University of Wisconsin-Eau Claire,Eau Claire,WI,54702
4373,University of Wisconsin-Green Bay,Green Bay,WI,54311
4374,University of Wisconsin-La Crosse,La Crosse,WI,54601
4375,Wisconsin Lutheran College,Milwaukee,WI,53226
4376,University of Wisconsin-Oshkosh,Oshkosh,WI,54901
4377,University of Wisconsin-Parkside,Kenosha,WI,53141
4378,Herzing University-Madison,Madison,WI,53718
4379,University of Wisconsin-Stout,Menomonie,WI,54751
4380,University of Wisconsin-Superior,Superior,WI,54880
4381,University of Wisconsin-System Administration,Madison,WI,53706
4382,University of Wisconsin-Madison,Madison,WI,53706
4383,University of Wisconsin-Milwaukee,Milwaukee,WI,53201
4384,University of Wisconsin-Platteville,Platteville,WI,53818
4385,University of Wisconsin-River Falls,River Falls,WI,54022
4386,University of Wisconsin-Stevens Point,Stevens Point,WI,54481
4387,Casper College,Casper,WY,82601
4388,Central Wyoming College,Riverton,WY,82501
4389,Eastern Wyoming College,Torrington,WY,82240
4390,Laramie County Community College,Cheyenne,WY,82007
4391,Northwest College,Powell,WY,82435
4392,Sheridan College,Sheridan,WY,82801
4393,Western Wyoming Community College,Rock Springs,WY,82902
4394,Cheeks International Academy of Beauty Culture-Cheyenne,Cheyenne,WY,82001
4395,Wyotech-Laramie,Laramie,WY,82072
4396,University of Wyoming,Laramie,WY,82071
4397,American Samoa Community College,Pago Pago,AS,96799
4398,Guam Community College,Mangilao,GU,96913
4399,University of Guam,Mangilao,GU,96923
4400,Northern Marianas College,Saipan,MP,96950
4401,Institute of Beauty Careers,Arecibo,PR,613
4402,Educational Technical College-Recinto de Bayamon,Bayamon,PR,959
4403,American University of Puerto Rico,Bayamon,PR,960
4404,American University of Puerto Rico,Manati,PR,674
4405,American Educational College,Bayamon,PR,961
4406,Antilles School of Technical Careers,San Juan,PR,909
4407,Universidad Adventista de las Antillas,Mayaguez,PR,680
4408,Atlantic University College,Guaynabo,PR,970
4410,Columbia Centro Universitario-Caguas,Caguas,PR,726
4411,Carlos Albizu University-San Juan,San Juan,PR,902
4412,Caribbean University-Bayamon,Bayamon,PR,960
4413,Caribbean University-Carolina,Carolina,PR,985
4414,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,614
4415,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,717
4416,Centro de Estudios Multidisciplinarios-San Juan,San Juan,PR,926
4417,Universidad Teologica del Caribe,Trujillo Alto,PR,978
4418,Colegio Universitario de San Juan,San Juan,PR,918
4419,Universidad Metropolitana,Cupey,PR,928
4420,Puerto Rico Conservatory of Music,San Juan,PR,907
4421,Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,901
4422,EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,685
4423,Emma's Beauty Academy-Mayaguez,Mayaguez,PR,680
4424,Escuela de Artes Plasticas de Puerto Rico,San Juan,PR,902
4425,Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,674
4426,Sistema Universitario Ana G Mendez,Rio Piedras,PR,928
4427,Huertas College,Caguas,PR,725
4428,Humacao Community College,Humacao,PR,792
4429,ICPR Junior College-Arecibo,Arecibo,PR,614
4430,ICPR Junior College-Mayaguez,Mayaguez,PR,681
4431,Instituto de Educacion Tecnica Ocupacional La Reine-Manati,Manati,PR,674
4432,Hispanic American College,Gurabo,PR,778
4433,Instituto de Banca y Comercio Inc,Guaynabo,PR,966
4434,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,785
4435,Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,717
4436,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,924
4437,Inter American University of Puerto Rico-San German,San German,PR,683
4438,Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,603
4439,Inter American University of Puerto Rico-Arecibo,Arecibo,PR,614
4440,Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,794
4441,Inter American University of Puerto Rico-Metro,San Juan,PR,919
4442,Inter American University of Puerto Rico-Ponce,Mercedita,PR,715
4443,Inter American University of Puerto Rico-Central Office,San Juan,PR,928
4444,Inter American University of Puerto Rico-Fajardo,Fajardo,PR,738
4445,Inter American University of Puerto Rico-Guayama,Guayama,PR,785
4446,Inter American University of Puerto Rico-Bayamon,Bayamon,PR,957
4447,Inter American University of Puerto Rico-School of Law,San Juan,PR,936
4448,International Technical College,San Juan,PR,918
4449,Liceo de Arte y Tecnologia,San Juan,PR,917
4450,MBTI Business Training Institute,Santurce,PR,907
4451,Modern Hairstyling Institute-Bayamon,Bayamon,PR,960
4452,Modern Hairstyling Institute-Arecibo,Arecibo,PR,612
4453,National University College-Bayamon,Bayamon,PR,960
4454,National University College-Arecibo,Arecibo,PR,612
4455,Ponce Paramedical College Inc,Ponce,PR,716
4456,Ponce School of Medicine and Health Sciences,Ponce,PR,732
4457,University of Puerto Rico-Aguadilla,Ramey,PR,604
4458,University of Puerto Rico-Arecibo,Arecibo,PR,614
4459,University of Puerto Rico-Bayamon,Bayamon,PR,959
4460,University of Puerto Rico-Carolina,Carolina,PR,984
4461,University of Puerto Rico-Cayey,Cayey,PR,737
4462,University of Puerto Rico-Central Administration,San Juan,PR,936
4463,University of Puerto Rico-Humacao,Humacao,PR,792
4464,University of Puerto Rico-Utuado,Utuado,PR,641
4465,University of Puerto Rico-Mayaguez,Mayaguez,PR,681
4466,University of Puerto Rico-Medical Sciences,San Juan,PR,936
4467,University of Puerto Rico-Ponce,Ponce,PR,716
4468,University of Puerto Rico-Rio Piedras,San Juan,PR,931
4469,Universidad Del Este,Carolina,PR,985
4470,Ryder Memorial School for Practical Nursing,Humacao,PR,791
4471,Rogies School of Beauty Culture,San Juan,PR,910
4472,Universidad del Sagrado Corazon,Santurce,PR,907
4473,Seminario Evangelico de Puerto Rico,San Juan,PR,925
4474,Universidad Central Del Caribe,Bayamon,PR,960
4475,Universidad Politecnica de Puerto Rico,Hato Rey,PR,919
4476,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,680
4477,Universidad Del Turabo,Gurabo,PR,778
4478,College of Micronesia-FSM,Pohnpei,FM,96941
4479,Palau Community College,Koror,PW,96940
4480,University of the Virgin Islands,Charlotte Amalie,VI,802
4481,Stanford University,Stanford,CA,94305
4482,Purdue University-Main Campus,West Lafayette,IN,47907
4483,Blue Hills Regional Technical School,Canton,MA,2021
4484,Parker University,Dallas,TX,75229
4485,EDP Univeristy of Puerto Rico Inc-San Juan,San Juan,PR,919
4486,ICPR Junior College-General Institutional,Hato Rey,PR,919
4487,ITT Technical Institute-Sylmar,Sylmar,CA,91342
4488,ITT Technical Institute-Westminster,Westminster,CO,80031
4489,Widener University-Delaware Campus,Wilmington,DE,19803
4490,City College-Fort Lauderdale,Fort Lauderdale,FL,33309
4491,Meridian College,Sarasota,FL,34240
4492,Georgia Perimeter College,Decatur,GA,30034
4493,Georgia Piedmont Technical College,Clarkston,GA,30021
4494,Toni & Guy Hairdressing Academy-Coeur D Alene,Coeur D Alene,ID,83815
4495,Cortiva Institute-Chicago,Chicago,IL,60602
4496,ETI School of Skilled Trades,Itasca,IL,60143
4497,Lincoln College of Technology-Florence,Florence,KY,41042
4498,Trend Setters' Academy of Beauty Culture-Elizabethtown,Elizabethtown,KY,42701
4499,Traxlers School of Hair,Jackson,MS,39212
4500,Infinity Career College,Carthage,MS,39051
4501,Vatterott College-Berkeley,Berkeley,MO,63134
4502,Metro Business College-Rolla,Rolla,MO,65401
4503,Metro Business College-Jefferson City,Jefferson City,MO,65109
4504,Warren County Community College,Washington,NJ,7882
4505,St John's College,Santa Fe,NM,87505
4506,Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,11230
4507,Bais Medrash Elyon,Monsey,NY,10952
4508,Antioch University-Los Angeles,Culver City,CA,90230
4509,Antioch University-Santa Barbara,Santa Barbara,CA,93101
4510,Antioch University-New England,Keene,NH,3431
4511,Antioch University-Seattle,Seattle,WA,98121
4512,Antioch University-Midwest,Yellow Springs,OH,45387
4513,Mid-America Christian University,Oklahoma City,OK,73170
4514,Platt College-Tulsa,Tulsa,OK,74145
4515,Ponca City Beauty College,Ponca City,OK,74601
4516,Francis Tuttle Technology Center,Oklahoma City,OK,73142
4517,Career Point College,Tulsa,OK,74146
4518,Central Technology Center,Drumright,OK,74030
4519,Carrington College-Portland,Portland,OR,97232
4520,Career Technology Center of Lackawanna County,Scranton,PA,18508
4521,Kaplan Career Institute-Nashville,Nashville,TN,37217
4522,Kaplan College-El Paso,El Paso,TX,79907
4523,Houston Graduate School of Theology,Houston,TX,77035
4524,Palo Alto College,San Antonio,TX,78224
4525,Sebring Career Schools-Huntsville,Huntsville,TX,77340
4526,University of Cosmetology Arts & Sciences-San Antonio Perrin,San Antonio,TX,78217
4527,Central Texas Beauty College-Round Rock,Round Rock,TX,78664
4528,Empire Beauty School-Manitowoc,Manitowoc,WI,54220
4529,Unification Theological Seminary,Barrytown,NY,12507
4530,Athens Technical College,Athens,GA,30601
4531,Maricopa Skill Center,Phoenix,AZ,85034
4532,Carrington College California-San Leandro,San Leandro,CA,94578
4533,Headmasters School of Hair Design,Lewiston,ID,83501
4534,Razzle Dazzle College of Hair Design Inc,Nampa,ID,83686
4535,Beckfield College-Florence,Florence,KY,41042
4536,University of Louisiana-System Administration,Baton Rouge,LA,70802
4537,Dorsey Business Schools-Wayne,Wayne,MI,48184
4538,Ecumenical Theological Seminary,Detroit,MI,48201
4539,Ross Medical Education Center-Saginaw,Saginaw,MI,48603
4540,Sussex County Community College,Newton,NJ,7860
4541,Landmark College,Putney,VT,5346
4542,National American University-Independence,Independence,MO,64057
4543,Mississippi Community College Board,Jackson,MS,39211
4544,Yeshiva Gedolah of Greater Detroit,Oak Park,MI,48237
4545,Austin Graduate School of Theology,Austin,TX,78752
4546,Collin County Community College District,McKinney,TX,75069
4547,Owensboro Community and Technical College,Owensboro,KY,42303
4548,Heads West Kentucky Beauty College,Madisonville,KY,42431
4549,Jenny Lea Academy of Cosmetology,Whitesburg,KY,41858
4550,Empire Beauty School-Hurstborne,Louisville,KY,40291
4551,Southeast School of Cosmetology,Manchester,KY,40962
4552,Cloyd's Beauty School 3 Inc,Monroe,LA,71201
4553,Moore Norman Technology Center,Norman,OK,73069
4554,Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,15401
4555,Franklin County Career and Technology Center,Chambersburg,PA,17201
4556,Paul Mitchell the School-Knoxville,Knoxville,TN,37919
4557,Ogle School Hair Skin Nails-Hurst,Hurst,TX,76053
4558,Okefenokee Technical College,Waycross,GA,31503
4559,Fashion Institute of Design & Merchandising-San Diego,San Diego,CA,92101
4560,National American University-Albuquerque,Albuquerque,NM,87110
4561,Tennessee College of Applied Technology-Nashville,Nashville,TN,37209
4562,ECPI University,Virginia Beach,VA,23462
4563,Ms Robert's Academy of Beauty Culture-Villa Park,Villa Park,IL,60181
4564,Anthem Institute-Jersey City,Jersey City,NJ,7306
4565,Paul Mitchell the School-Houston,Houston,TX,77043
4566,ATI Career Training Center-Dallas,Dallas,TX,75220
4567,TDDS Technical Institute,Lake Milton,OH,44429
4568,Fortis Institute-Forty Fort,Forty Fort,PA,18704
